mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name,length,width,height,wheelbase,engine_type,fuel_system,transmission_type,num_gears,drive_type,drag_coefficient,frontal_area,compression_ratio,top_speed
39.3,6,221.6,97.0,2942,20.1,2009,2,Tesla Hatchback ,230.0,82.0,56.2,126.1,V6,MPFI,Automatic,5.0,RWD,0.427,26.1,11.7,109.0
43.1,4,151.1,125.0,2489,18.1,1971,3,Ford Crossover LX,230.0,82.0,74.6,125.2,Inline-4,MPFI,Automatic,4.0,RWD,0.475,36.8,8.4,120.0
37.1,6,234.9,139.0,2930,19.8,1989,1,Audi Convertible GT,230.0,82.0,70.2,120.9,Flat-6,GDI,Automatic,10.0,RWD,0.485,33.2,11.9,
42.7,6,207.6,66.0,2738,20.7,2001,1,Mercedes Wagon EX,230.0,82.0,56.2,120.8,,MPFI,Semi-Automatic,7.0,4WD,0.407,27.3,10.9,138.0
34.3,6,244.6,197.0,2946,14.7,2012,1,Dodge Coupe Premium,230.0,82.0,71.8,129.0,Flat-6,TBI,CVT,,RWD,0.396,34.7,11.2,151.0
42.1,4,108.4,66.0,1800,21.1,1980,2,Mazda Hatchback LX,230.0,82.0,71.1,129.3,Inline-4,MPFI,Automatic,6.0,RWD,0.458,35.7,,132.0
42.3,5,181.6,121.0,2232,15.9,2024,1,Mercedes Hatchback Sport,230.0,82.0,71.1,127.2,V12,MPFI,Automatic,6.0,RWD,0.379,35.2,11.2,143.0
45.3,4,90.3,70.0,1800,19.3,2003,1,Honda Hybrid DX,229.4,82.0,76.9,,Inline-4,Carburetor,Manual,6.0,FWD,0.374,38.3,10.4,137.0
42.8,5,172.9,103.0,2369,17.8,2023,1,Mazda Convertible Base,230.0,,67.1,125.0,V12,GDI,Automatic,9.0,AWD,0.319,31.1,9.5,113.0
34.5,8,368.2,242.0,4797,18.8,2019,2,Chevrolet Wagon Base,230.0,82.0,75.5,127.2,V8,GDI,Manual,5.0,AWD,,36.3,9.6,162.0
46.8,5,158.2,147.0,2483,15.0,2018,1,Chevrolet Luxury ,230.0,82.0,72.6,128.9,V12,GDI,Automatic,7.0,FWD,0.4,34.9,9.6,107.0
46.7,3,75.5,59.0,1800,20.0,2013,3,Chevrolet Hybrid DX,230.0,82.0,57.2,125.3,Inline-3,MPFI,Manual,5.0,nan,0.386,28.0,11.8,136.0
44.8,4,148.1,135.0,1800,12.7,2014,3,Acura Sedan GT,207.8,82.0,58.2,112.7,Inline-4,MPFI,Automatic,6.0,4WD,0.327,,10.0,100.0
24.4,8,492.4,337.0,5440,14.2,2014,1,Honda Sport EX,230.0,82.0,53.4,132.6,V8,GDI,Manual,5.0,FWD,0.418,,13.0,165.0
40.5,6,263.3,172.0,3309,15.3,2014,3,Subaru Luxury ,230.0,82.0,70.6,126.5,V6,MPFI,DCT,7.0,RWD,0.411,34.2,10.8,138.0
45.5,5,183.0,52.0,2564,21.8,2011,1,Chevrolet Luxury Premium,230.0,82.0,66.9,127.7,V12,GDI,Automatic,7.0,FWD,0.335,31.4,9.2,102.0
49.8,4,133.1,,1998,20.1,2025,3,Mercedes Sedan Limited,,82.0,52.5,133.9,Inline-4,MPFI,Manual,6.0,FWD,,25.1,10.8,102.0
53.1,4,125.3,85.0,1800,17.9,2018,1,Volvo Compact Premium,211.8,82.0,71.9,113.3,Inline-4,MPFI,CVT,,RWD,,34.7,9.7,145.0
45.1,6,183.3,114.0,2461,18.3,2019,3,Lexus SUV GT,230.0,82.0,56.8,132.2,V6,MPFI,Automatic,7.0,4WD,0.349,26.0,9.5,136.0
19.6,12,521.8,289.0,6398,17.8,2022,3,Dodge Convertible GT,230.0,82.0,53.0,129.3,V12,MPFI,DCT,7.0,FWD,0.295,26.0,10.7,174.0
32.0,6,264.8,215.0,3474,16.7,1995,1,Dodge Compact GT,230.0,82.0,56.2,128.7,,GDI,CVT,,RWD,0.404,25.3,10.9,136.0
32.8,6,218.4,98.0,2752,20.4,1981,1,Nissan Luxury Limited,230.0,82.0,70.0,131.5,V6,MPFI,CVT,,FWD,0.45,33.2,10.8,158.0
39.2,5,167.7,107.0,2509,18.7,2009,2,Nissan Luxury ,230.0,82.0,73.2,124.4,V12,MPFI,Automatic,6.0,FWD,0.357,35.6,,117.0
48.7,4,114.5,82.0,1893,18.7,2010,2,Toyota Crossover Base,228.6,82.0,74.6,128.4,Inline-4,Direct Injection,Manual,,4WD,0.423,37.1,11.1,131.0
45.8,6,207.4,119.0,3319,19.1,2021,3,BMW Wagon Sport,230.0,82.0,67.4,129.2,,Carburetor,Automatic,10.0,FWD,0.304,32.4,11.1,139.0
45.1,5,143.7,102.0,2005,19.3,2007,3,Chevrolet Hybrid GT,229.0,82.0,55.5,,V12,TBI,Semi-Automatic,6.0,AWD,0.425,28.5,11.3,120.0
22.6,12,572.8,242.0,6500,20.2,2012,3,Volvo SUV ,230.0,82.0,,128.1,V12,Carburetor,Semi-Automatic,6.0,RWD,0.372,35.2,12.6,163.0
46.4,4,130.3,74.0,1800,18.7,2010,2,Audi Truck Sport,,82.0,72.8,122.3,Inline-4,TBI,Automatic,4.0,4WD,0.374,33.4,13.0,99.0
42.3,4,144.5,90.0,1800,17.3,1975,1,Chevrolet SUV Limited,227.9,82.0,70.5,128.6,Inline-4,Carburetor,Manual,5.0,4WD,,32.4,9.8,126.0
35.5,6,234.7,146.0,2790,16.8,2014,3,Chevrolet SUV Premium,230.0,82.0,56.6,128.2,V6,Direct Injection,CVT,,RWD,0.339,,10.2,100.0
48.0,4,161.9,136.0,2246,15.6,2021,1,BMW Luxury LX,219.9,82.0,67.6,121.9,Inline-4,Direct Injection,Manual,6.0,FWD,0.318,32.2,11.6,
38.4,4,157.6,78.0,2602,20.8,1991,1,Lexus Wagon Base,230.0,82.0,69.9,127.1,Inline-4,GDI,Automatic,7.0,FWD,,34.2,9.3,119.0
46.9,4,159.4,118.0,2249,15.4,2013,1,Volvo Sport EX,220.8,82.0,66.1,127.6,Inline-4,Direct Injection,Automatic,6.0,RWD,0.345,32.1,12.3,140.0
42.8,6,229.9,183.0,3336,16.5,2013,1,Honda Sedan Base,230.0,82.0,56.3,123.4,Inline-6,MPFI,CVT,,RWD,0.421,26.6,13.0,136.0
42.4,5,161.2,50.0,2076,21.3,1991,1,BMW Coupe DX,230.0,,53.4,123.1,V12,MPFI,CVT,,AWD,0.409,25.6,9.0,85.0
42.3,4,174.0,80.0,1832,18.5,1987,2,Mazda Luxury Sport,229.0,80.2,59.3,129.7,Inline-4,Carburetor,CVT,,AWD,0.434,26.2,9.2,105.0
44.7,6,185.4,67.0,2610,21.3,2025,2,Ford Truck LX,230.0,82.0,70.4,125.1,V6,MPFI,Automatic,8.0,AWD,0.354,34.2,9.7,128.0
48.5,4,103.7,87.0,1800,17.8,2005,1,Chrysler Hatchback Limited,203.8,82.0,54.8,114.8,Inline-4,GDI,CVT,,AWD,,27.1,10.8,107.0
33.7,8,372.3,333.0,4320,13.8,1995,3,Mercedes Hybrid Sport,230.0,82.0,53.8,125.2,V8,MPFI,Automatic,5.0,RWD,0.379,26.8,11.9,172.0
39.9,5,176.8,69.0,2480,20.7,1991,2,Nissan Compact EX,230.0,82.0,59.0,125.4,V12,MPFI,Manual,5.0,FWD,0.473,29.0,12.7,112.0
44.3,6,180.8,111.0,2290,18.7,2015,1,Jeep SUV DX,230.0,82.0,73.2,125.2,V6,TBI,CVT,,AWD,0.353,35.2,9.3,145.0
39.2,4,154.7,126.0,2285,17.4,2013,1,BMW Wagon Sport,230.0,82.0,,123.8,Inline-4,MPFI,Automatic,7.0,FWD,0.367,32.0,9.4,119.0
41.2,6,235.9,181.0,2967,18.1,2015,2,Volkswagen Luxury GT,230.0,82.0,70.2,,Flat-6,MPFI,DCT,6.0,4WD,0.394,35.8,11.2,144.0
32.8,6,228.5,153.0,3014,18.1,1982,2,Mercedes SUV DX,230.0,82.0,77.2,121.8,V6,Direct Injection,Manual,5.0,FWD,0.492,,9.3,
30.9,8,373.2,168.0,4615,18.8,2023,1,BMW Crossover Base,230.0,82.0,72.2,123.7,,Direct Injection,nan,9.0,FWD,0.379,34.6,10.6,152.0
46.6,4,136.8,62.0,1800,19.7,2004,1,Honda Van Limited,230.0,82.0,58.7,120.1,Inline-4,TBI,Automatic,6.0,FWD,,28.7,9.2,130.0
40.6,4,104.6,67.0,2016,19.5,2001,1,Mazda Coupe Sport,230.0,82.0,58.1,122.9,Inline-4,Carburetor,nan,6.0,AWD,0.425,,12.9,
43.8,6,190.9,152.0,2245,14.8,2008,3,Volkswagen Truck Sport,229.3,82.0,69.2,126.2,V6,MPFI,nan,5.0,AWD,,33.2,10.2,114.0
45.9,4,116.1,76.0,2113,20.7,2004,1,Subaru Sedan Base,215.8,82.0,,122.0,Inline-4,GDI,CVT,,FWD,0.417,,10.5,144.0
48.9,4,153.9,50.0,1926,20.8,2022,1,BMW Truck EX,217.5,82.0,73.0,121.4,Flat-4,GDI,Manual,6.0,AWD,0.368,34.8,13.3,94.0
26.9,8,409.4,368.0,5151,13.7,2024,2,Volkswagen Wagon Limited,230.0,82.0,55.4,121.3,V8,Direct Injection,Manual,5.0,RWD,0.289,27.5,,
47.7,4,133.2,133.0,1926,15.2,2000,1,Nissan Crossover ,230.0,82.0,70.1,127.4,Inline-4,MPFI,Automatic,4.0,FWD,,33.4,8.7,147.0
23.9,10,485.7,187.0,6140,19.6,2022,2,Honda Crossover Limited,230.0,82.0,,130.2,V10,MPFI,Automatic,8.0,FWD,0.363,28.8,12.1,141.0
44.9,4,140.3,51.0,1887,20.0,2019,2,Dodge Convertible Sport,215.6,82.0,76.0,117.1,Inline-4,Direct Injection,Automatic,8.0,nan,,35.8,13.0,
38.2,6,210.7,114.0,2957,19.6,2024,1,Jeep Convertible DX,230.0,82.0,70.3,130.1,V6,MPFI,DCT,,FWD,0.364,33.9,12.7,124.0
37.2,6,189.7,100.0,3047,18.3,1997,1,Mercedes Van GT,230.0,82.0,54.8,129.1,V6,GDI,Automatic,4.0,RWD,0.431,27.6,10.5,135.0
44.7,5,193.8,98.0,2579,18.8,2012,1,Hyundai SUV EX,230.0,82.0,57.3,126.7,V12,GDI,Automatic,5.0,FWD,0.328,28.6,11.2,152.0
20.3,10,490.0,168.0,6318,21.9,1999,3,Subaru Wagon LX,230.0,82.0,57.1,126.0,V10,MPFI,Semi-Automatic,6.0,FWD,0.364,27.8,10.7,145.0
39.8,4,152.8,122.0,2128,14.6,2021,2,Chrysler Sport LX,230.0,,70.6,126.2,Inline-4,MPFI,Manual,,RWD,0.317,34.2,9.5,118.0
22.6,8,382.1,333.0,4436,12.0,1970,3,Kia SUV GT,230.0,82.0,,124.5,V8,MPFI,CVT,,FWD,0.471,35.4,9.4,160.0
38.6,6,255.6,100.0,3138,18.8,2012,3,Mercedes Hybrid DX,230.0,82.0,,120.5,V6,TBI,DCT,,AWD,0.423,36.9,9.3,123.0
49.3,4,142.6,104.0,2207,,2002,2,Dodge Convertible Limited,225.7,82.0,73.0,,Flat-4,GDI,Manual,5.0,4WD,0.38,35.0,12.0,137.0
37.9,8,291.8,220.0,3562,17.6,2001,2,Nissan Compact DX,230.0,82.0,59.0,122.2,V8,Direct Injection,Automatic,10.0,FWD,0.419,29.3,12.4,136.0
43.4,4,170.1,88.0,2398,19.6,2015,3,Chevrolet Crossover Sport,230.0,82.0,76.8,125.5,Inline-4,MPFI,Automatic,5.0,4WD,0.361,38.3,13.0,93.0
42.8,6,210.6,174.0,2774,14.9,2021,2,Mercedes Coupe EX,230.0,82.0,55.0,125.3,Inline-6,GDI,Semi-Automatic,6.0,FWD,0.384,25.6,9.0,105.0
43.8,4,102.4,82.0,1800,16.9,2013,1,Hyundai Luxury DX,209.4,82.0,76.0,113.7,Inline-4,GDI,Semi-Automatic,7.0,AWD,0.326,36.0,12.1,111.0
27.7,8,299.4,203.0,4057,19.7,2021,1,Jeep Truck Limited,230.0,82.0,72.7,127.8,V8,MPFI,CVT,,4WD,0.298,35.9,10.1,146.0
35.4,6,252.0,119.0,3006,19.7,1998,1,Subaru Van Limited,230.0,82.0,72.8,124.0,Inline-6,TBI,Automatic,7.0,FWD,0.38,36.1,12.1,150.0
48.2,4,153.4,113.0,1855,15.8,2010,1,Hyundai Hatchback LX,227.0,82.0,72.6,123.2,Flat-4,MPFI,CVT,,FWD,,36.0,10.5,97.0
38.6,6,250.0,117.0,3012,,2007,1,Ford Sport Base,230.0,82.0,58.5,131.7,V6,Direct Injection,Automatic,4.0,RWD,0.405,,12.6,156.0
35.5,4,172.4,85.0,2213,19.6,1971,1,Jeep Wagon Sport,230.0,82.0,56.6,122.5,Inline-4,MPFI,Automatic,,RWD,0.448,,9.5,109.0
49.5,4,121.4,58.0,1800,19.7,2011,2,Dodge Hybrid Premium,222.9,82.0,76.9,124.9,Inline-4,MPFI,Automatic,8.0,nan,0.342,38.3,9.1,121.0
51.4,4,140.5,125.0,2041,15.2,2015,3,Nissan Van LX,215.8,82.0,66.0,117.7,Inline-4,MPFI,Automatic,6.0,FWD,0.375,30.7,13.2,147.0
40.5,4,145.8,101.0,2269,17.7,2013,1,Hyundai Wagon DX,230.0,82.0,69.8,123.1,Inline-4,Carburetor,Automatic,7.0,RWD,0.342,33.2,10.8,106.0
43.9,4,178.2,91.0,2387,18.3,2018,1,Acura Sedan Limited,230.0,82.0,77.2,128.4,Inline-4,MPFI,Automatic,8.0,FWD,0.371,36.0,11.6,119.0
37.7,6,211.2,70.0,3431,23.1,2012,3,BMW Sport ,230.0,82.0,73.0,127.1,V6,MPFI,DCT,8.0,AWD,0.384,35.9,12.7,117.0
35.6,5,197.4,155.0,3194,17.2,1979,3,Tesla Sport Limited,230.0,82.0,54.3,122.3,V12,Carburetor,Manual,5.0,FWD,0.5,25.4,11.9,141.0
39.8,5,148.9,83.0,2104,20.4,1986,2,Chevrolet Crossover Base,230.0,82.0,67.6,129.4,V12,MPFI,Automatic,9.0,AWD,0.438,32.6,10.8,141.0
54.0,4,158.8,94.0,1800,16.3,2013,2,Volvo SUV Premium,215.6,82.0,52.3,112.9,Inline-4,MPFI,Manual,5.0,4WD,,25.7,13.3,142.0
36.6,6,243.3,203.0,3059,14.4,1999,3,Honda Luxury Sport,230.0,82.0,59.1,127.4,Inline-6,MPFI,Semi-Automatic,6.0,FWD,0.406,27.4,11.5,
33.8,6,261.7,,3329,13.9,1981,3,Chrysler Crossover GT,230.0,82.0,57.7,125.8,V6,GDI,Automatic,5.0,FWD,0.5,,12.0,155.0
46.7,4,92.6,73.0,2208,19.1,2006,3,BMW SUV Premium,230.0,82.0,72.3,127.2,Flat-4,TBI,CVT,,RWD,0.387,35.5,9.4,124.0
30.8,8,297.2,111.0,3865,20.1,2011,2,Chevrolet Wagon ,230.0,82.0,54.0,124.7,V8,Carburetor,DCT,6.0,RWD,0.401,25.4,11.7,127.0
41.0,6,187.0,85.0,2779,21.0,2002,1,Acura Truck ,230.0,82.0,56.3,128.0,V6,Carburetor,Automatic,8.0,FWD,,27.9,9.1,87.0
35.8,6,239.3,163.0,2910,17.8,2017,1,Nissan Crossover Premium,230.0,82.0,72.2,,V6,MPFI,Automatic,4.0,FWD,0.393,33.1,9.8,140.0
51.8,4,144.3,128.0,1850,14.9,2015,2,Chrysler Hybrid GT,228.9,82.0,69.2,122.4,Inline-4,Carburetor,Automatic,4.0,4WD,0.399,32.0,11.7,115.0
49.5,3,87.2,86.0,1800,16.7,2002,1,Acura Sport LX,216.3,82.0,66.0,121.2,Inline-3,TBI,DCT,7.0,FWD,0.363,,12.2,159.0
29.6,8,382.9,249.0,4224,15.6,2018,3,Mazda Sport Limited,230.0,82.0,54.7,127.8,V8,GDI,Manual,5.0,RWD,0.327,26.2,13.1,159.0
33.5,8,295.0,242.0,4368,16.1,2015,1,Volkswagen Compact Base,230.0,82.0,56.9,,V8,nan,DCT,6.0,4WD,0.369,25.7,10.6,130.0
50.3,4,108.9,51.0,1990,22.8,2014,3,Nissan Truck ,230.0,82.0,66.8,124.8,Inline-4,MPFI,Manual,5.0,FWD,0.382,33.3,11.6,111.0
48.8,4,90.7,50.0,1800,21.8,2011,2,Jeep Truck Premium,208.9,82.0,77.9,111.9,Inline-4,MPFI,Automatic,6.0,FWD,0.38,,12.0,104.0
25.9,6,257.7,146.0,3580,20.1,1971,1,Dodge Hybrid Base,230.0,82.0,73.0,131.4,V6,MPFI,Automatic,6.0,AWD,0.45,37.0,8.6,151.0
39.7,6,261.6,217.0,2900,13.1,2016,1,Acura Convertible Sport,230.0,82.0,71.4,116.9,,GDI,Automatic,7.0,FWD,0.32,33.8,10.7,166.0
24.5,8,499.5,150.0,5544,19.7,2004,1,Hyundai Convertible Base,230.0,82.0,56.6,129.1,,Carburetor,Automatic,8.0,RWD,,26.6,12.6,136.0
41.3,4,127.1,50.0,1869,21.6,2024,1,Audi Luxury DX,230.0,82.0,54.5,131.0,Inline-4,MPFI,Manual,6.0,RWD,0.333,27.5,10.1,99.0
49.5,4,91.7,79.0,1913,18.3,2020,2,Dodge Convertible DX,221.7,82.0,73.4,123.2,Inline-4,GDI,CVT,,FWD,0.34,37.1,11.8,127.0
45.0,4,111.1,72.0,1800,19.3,2013,3,Hyundai Truck Limited,208.0,82.0,56.8,120.3,Flat-4,Carburetor,Automatic,6.0,FWD,0.335,26.3,9.4,105.0
46.9,4,142.9,63.0,2106,20.9,1997,2,Lexus Sedan ,230.0,82.0,67.8,127.7,Inline-4,GDI,Automatic,7.0,RWD,0.374,32.2,11.7,103.0
44.2,3,88.9,76.0,1800,18.2,1994,3,Tesla Hatchback LX,207.1,82.0,73.5,111.2,Inline-3,GDI,CVT,,FWD,0.386,34.2,12.2,
30.8,8,302.8,230.0,4101,17.6,2002,3,Mercedes Compact GT,230.0,82.0,67.9,119.3,V8,MPFI,CVT,,AWD,0.377,31.9,,121.0
42.7,6,192.2,,3116,18.6,2008,1,Chrysler Hybrid LX,230.0,82.0,59.3,124.6,Flat-6,TBI,Manual,6.0,AWD,0.362,27.9,11.9,122.0
23.0,8,434.4,374.0,4590,12.9,2000,2,Kia Sport Sport,230.0,,65.5,124.1,V8,MPFI,Automatic,6.0,FWD,0.378,30.4,12.6,
44.4,4,150.0,81.0,2341,20.5,2010,1,Ford Coupe DX,230.0,,56.6,131.0,,MPFI,Automatic,6.0,FWD,0.352,28.0,10.7,147.0
45.0,4,112.5,106.0,1800,,1991,1,Jeep Sport Limited,228.7,82.0,59.3,127.7,Inline-4,TBI,Automatic,6.0,AWD,0.443,30.4,9.5,127.0
46.6,4,163.2,114.0,1800,15.7,2025,1,Subaru Truck GT,230.0,82.0,58.2,129.5,Inline-4,MPFI,Automatic,5.0,FWD,,28.4,13.2,139.0
39.8,4,101.6,50.0,1800,22.1,1985,1,Volvo Sedan Limited,218.3,82.0,72.8,120.4,Inline-4,GDI,Automatic,6.0,4WD,0.465,35.6,,108.0
35.2,6,272.6,217.0,3767,17.6,2024,2,Mazda Luxury GT,230.0,82.0,65.7,126.0,V6,GDI,Semi-Automatic,7.0,FWD,0.386,31.0,9.9,173.0
48.7,4,108.1,50.0,1800,23.2,2023,1,Nissan Convertible DX,213.1,82.0,57.9,114.2,Inline-4,MPFI,Semi-Automatic,6.0,RWD,0.338,28.6,12.6,101.0
41.9,4,97.3,50.0,1800,21.2,2010,1,Acura Coupe Base,214.2,82.0,73.2,120.7,Inline-4,MPFI,DCT,7.0,4WD,0.409,36.1,12.9,99.0
48.0,4,120.6,82.0,1800,20.3,2017,3,Kia Hatchback LX,219.2,82.0,56.2,120.1,Inline-4,MPFI,CVT,,AWD,0.341,27.4,11.1,99.0
46.0,4,106.9,54.0,1800,21.3,2007,1,Mercedes Van ,207.4,82.0,57.4,115.4,Inline-4,MPFI,Automatic,6.0,FWD,0.425,26.5,11.5,121.0
42.2,6,232.7,69.0,2738,19.7,2014,2,Volkswagen Hybrid Sport,230.0,82.0,56.9,132.0,Inline-6,GDI,Automatic,6.0,nan,0.412,27.0,10.0,118.0
44.9,4,151.8,82.0,2318,19.7,2002,3,Kia Crossover DX,230.0,82.0,56.6,127.7,Inline-4,GDI,Automatic,10.0,FWD,0.377,25.8,9.9,126.0
34.4,6,229.1,71.0,3017,20.6,2000,2,Lexus Sport ,230.0,82.0,,125.1,V6,GDI,Automatic,7.0,FWD,0.448,33.5,11.8,139.0
36.2,6,246.1,197.0,3498,18.1,2012,2,Nissan Hatchback Limited,,82.0,74.1,125.3,V6,MPFI,Automatic,10.0,AWD,0.405,36.8,9.7,157.0
42.8,4,122.8,107.0,2130,17.7,2009,1,Kia Van DX,230.0,82.0,52.4,128.8,Inline-4,MPFI,Automatic,,RWD,0.361,26.2,9.9,122.0
46.5,4,92.5,50.0,1800,19.5,2012,2,Ford Crossover EX,230.0,82.0,55.1,129.6,,MPFI,CVT,,RWD,0.398,29.2,10.7,120.0
32.9,6,277.4,151.0,3889,20.1,2000,1,Toyota Truck ,230.0,82.0,55.8,127.9,V6,Carburetor,Automatic,6.0,FWD,0.42,27.0,10.4,143.0
40.0,6,261.9,184.0,3132,17.5,2003,3,Mazda Coupe LX,230.0,82.0,69.1,122.9,V6,GDI,Automatic,7.0,FWD,,33.5,12.6,156.0
41.3,4,96.6,50.0,1872,20.6,1981,3,Toyota Truck LX,230.0,82.0,73.9,116.9,Inline-4,Carburetor,Automatic,5.0,FWD,0.471,35.6,12.7,
43.2,4,130.4,65.0,2131,20.0,1977,1,BMW SUV DX,230.0,82.0,54.4,120.7,Inline-4,MPFI,Manual,,RWD,0.5,,12.4,116.0
47.2,3,79.1,50.0,1800,21.0,1997,2,Volvo Sport GT,219.1,82.0,74.1,118.2,Inline-3,Direct Injection,Manual,5.0,FWD,0.405,35.4,8.7,131.0
46.9,4,107.2,81.0,1800,16.4,1980,3,Hyundai Hatchback LX,204.7,82.0,77.8,112.9,,MPFI,Manual,6.0,4WD,,,8.5,110.0
43.4,3,77.3,50.0,1800,21.5,1984,2,Mazda Coupe Premium,230.0,82.0,54.3,123.6,Inline-3,Carburetor,Automatic,4.0,FWD,,28.2,9.6,120.0
44.7,4,138.0,103.0,1938,18.7,2020,1,Mazda Sport Premium,230.0,82.0,72.3,133.9,Inline-4,TBI,Automatic,6.0,AWD,0.377,35.4,10.0,135.0
42.3,4,108.7,78.0,1800,17.9,1975,3,Tesla Convertible EX,217.4,82.0,74.0,114.8,Inline-4,GDI,DCT,7.0,FWD,0.5,36.3,,113.0
43.3,4,102.7,81.0,1800,20.1,2015,3,Dodge Wagon Base,198.8,82.0,72.7,106.9,Inline-4,GDI,CVT,,nan,0.359,33.7,9.6,123.0
43.6,4,158.3,118.0,1951,16.9,1999,1,Tesla Luxury Base,230.0,82.0,73.9,123.4,Inline-4,Carburetor,Automatic,4.0,FWD,0.413,36.8,11.4,133.0
33.5,8,351.0,261.0,4773,16.7,2022,1,Toyota Van ,230.0,82.0,66.2,122.5,,GDI,Semi-Automatic,7.0,RWD,0.376,32.5,11.5,182.0
45.1,6,204.4,159.0,2358,15.5,2009,3,Chrysler Hybrid EX,,,76.6,133.1,Inline-6,GDI,Automatic,,RWD,0.387,35.5,11.2,138.0
25.6,8,442.3,400.0,4989,14.6,2000,1,Acura Truck LX,230.0,82.0,58.7,125.1,V8,Direct Injection,Automatic,8.0,FWD,0.418,,9.2,182.0
44.4,4,156.2,50.0,1952,21.3,2010,3,Hyundai Crossover Limited,230.0,82.0,67.4,122.5,Inline-4,nan,Automatic,5.0,AWD,0.425,32.8,8.8,85.0
45.6,6,207.6,138.0,2792,18.0,2004,1,Dodge Luxury Limited,230.0,82.0,68.4,129.9,Inline-6,TBI,Automatic,6.0,AWD,0.363,34.1,12.4,
43.9,4,168.5,108.0,2237,17.2,2012,1,Lexus Coupe DX,209.0,82.0,69.7,113.5,Inline-4,GDI,Manual,5.0,FWD,0.377,32.9,11.8,114.0
32.3,6,248.8,109.0,2786,19.0,1986,1,Ford Convertible Base,230.0,82.0,59.3,125.7,V6,nan,Automatic,5.0,RWD,0.44,29.7,,105.0
48.1,4,121.1,106.0,2076,18.1,2025,1,Kia Compact GT,215.4,82.0,77.6,121.0,Inline-4,MPFI,Manual,6.0,AWD,0.3,36.1,12.0,111.0
44.0,3,72.8,50.0,1800,20.7,2006,1,Audi Sport LX,230.0,82.0,73.2,120.6,Inline-3,Carburetor,Manual,5.0,AWD,0.402,35.7,9.5,110.0
20.2,8,439.9,205.0,5321,18.7,2002,1,Lexus Luxury Sport,230.0,82.0,54.7,130.5,V8,MPFI,Automatic,5.0,RWD,0.357,25.1,13.0,131.0
42.9,6,201.2,139.0,2746,18.6,2017,1,Mercedes Sport Premium,230.0,82.0,52.1,120.9,V6,GDI,Automatic,5.0,4WD,0.376,27.1,12.0,143.0
24.5,8,383.1,196.0,4443,18.9,2003,1,Kia Convertible Premium,230.0,82.0,56.0,132.3,V8,Carburetor,Automatic,5.0,FWD,0.379,26.4,11.9,150.0
45.1,4,148.8,,1893,14.7,2021,1,Kia Van ,230.0,82.0,73.9,130.5,Inline-4,MPFI,Automatic,7.0,FWD,0.313,35.6,10.1,110.0
41.7,4,138.6,82.0,1926,20.4,2007,1,Dodge Compact Limited,229.4,82.0,75.4,127.3,Inline-4,GDI,Semi-Automatic,6.0,4WD,,,9.4,97.0
46.3,4,144.7,91.0,2157,20.8,2017,3,Lexus Coupe Limited,230.0,82.0,,,Inline-4,GDI,Automatic,6.0,FWD,0.341,24.8,9.2,133.0
33.1,6,234.6,174.0,3052,17.5,1985,1,Jeep Sport Limited,230.0,82.0,52.9,126.3,V6,MPFI,Manual,5.0,FWD,,26.8,9.7,138.0
44.0,6,199.9,75.0,2907,19.9,2021,2,Acura Convertible Limited,230.0,82.0,55.0,125.9,V6,GDI,Automatic,5.0,AWD,,26.4,9.5,122.0
32.7,8,370.2,302.0,4431,15.2,2018,1,Subaru Convertible ,230.0,82.0,,127.0,V8,MPFI,nan,8.0,FWD,0.317,36.5,13.4,181.0
39.2,4,137.9,96.0,1988,18.4,1994,1,Subaru Hybrid GT,230.0,82.0,59.5,123.2,Inline-4,GDI,Manual,5.0,FWD,,29.0,12.9,143.0
37.5,6,258.0,168.0,3189,15.5,1990,1,Nissan Truck DX,230.0,82.0,68.9,129.7,V6,Carburetor,Manual,5.0,AWD,0.486,34.1,8.6,110.0
43.0,4,148.9,141.0,2071,16.0,2001,1,Honda Wagon GT,230.0,82.0,58.0,123.6,Inline-4,TBI,CVT,,AWD,0.361,28.8,10.4,114.0
44.9,4,128.4,74.0,1800,19.0,2025,2,Acura Compact Premium,177.6,82.0,70.1,98.1,Inline-4,Carburetor,Automatic,6.0,AWD,0.307,34.1,11.3,124.0
40.4,5,198.5,146.0,2733,18.1,1997,3,Honda Wagon GT,230.0,82.0,,127.5,V12,GDI,CVT,,FWD,0.449,26.5,,127.0
49.1,5,146.5,130.0,2333,16.4,2007,2,Mazda Crossover Limited,220.4,82.0,,124.0,V12,TBI,Manual,6.0,AWD,0.425,27.5,9.6,145.0
41.1,4,108.6,74.0,1827,19.4,1974,1,Volkswagen Van Base,217.8,82.0,54.2,120.0,Inline-4,GDI,Automatic,7.0,RWD,0.481,26.6,12.3,117.0
41.0,4,120.7,65.0,1800,20.1,2005,1,Acura Van ,229.2,82.0,,129.8,Flat-4,MPFI,Automatic,5.0,FWD,0.362,25.4,,
50.1,4,110.6,50.0,1800,21.0,2012,3,Toyota Compact Limited,224.3,82.0,70.8,122.3,Inline-4,nan,Automatic,6.0,RWD,0.371,32.8,11.3,125.0
52.5,4,146.3,97.0,1800,17.4,2024,1,Subaru Convertible Premium,,82.0,69.0,130.1,Inline-4,GDI,Automatic,6.0,FWD,0.351,33.9,12.6,130.0
